,state,name,FIPS,pop2010,age_under_5,age_under_18,age_over_65,female,white,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,building_permits,area,density,total_person
1847,New York,Greene County,36039,49221,4.7,19.3,17.3,47.8,90.3,1.7,4.9,87.1,89.6,4.9,6.6,85.7,19.2,4897,25.0,29210,73.6,17.2,180500.0,18502,2.44,23461,46235,13.2,1136,11541,93,647.16,76.1,45144.88
1848,New York,Hamilton County,36041,4836,3.5,16.4,23.4,49.4,97.3,1.1,1.1,96.4,94.5,3.0,2.4,88.6,25.9,629,21.7,8694,81.8,3.8,172300.0,2381,2.02,29965,49557,9.5,198,826,48,1717.37,2.8,4809.62
1849,New York,Herkimer County,36043,64519,5.6,22.2,16.8,51.1,96.6,1.2,1.6,95.6,89.7,2.9,5.8,86.4,18.2,5803,23.3,33381,71.6,21.5,87600.0,26291,2.41,21908,42318,12.8,1170,12100,96,1411.47,45.7,63361.310000000005
1850,New York,Jefferson County,36045,116229,8.3,25.5,11.2,49.1,88.7,2.8,5.3,85.8,77.4,4.5,7.8,87.8,20.2,10962,18.7,57966,57.2,29.4,116800.0,44109,2.53,21823,43410,14.4,2424,29392,291,1268.59,91.6,111595.76999999999
1851,New York,Kings County,36047,2504700,7.1,23.7,11.5,52.8,42.8,3.0,19.8,35.7,90.7,37.4,45.9,77.8,28.8,58024,41.6,1000293,30.3,85.7,562400.0,903991,2.68,23605,43567,22.0,46445,484947,2093,70.82,35369.1,2422695.8800000004
1852,New York,Lewis County,36049,27087,6.6,24.7,15.0,49.7,97.7,0.9,1.3,96.8,91.3,1.6,3.0,86.0,14.4,2555,23.4,15112,77.8,10.0,100700.0,10761,2.48,20970,42846,14.6,518,4590,104,1274.68,21.3,26687.28
1853,New York,Livingston County,36051,65393,4.9,20.2,13.7,49.8,93.8,1.4,2.8,92.2,84.6,2.3,4.8,88.7,23.4,4970,24.5,27123,75.7,17.2,112300.0,24135,2.45,22923,51690,11.9,1264,12684,95,631.76,103.5,59130.75000000001
1854,New York,Madison County,36053,73442,5.3,21.8,13.9,50.9,95.0,1.3,1.8,93.8,86.7,2.1,4.4,88.5,23.7,6414,23.4,31757,76.1,16.6,111700.0,26851,2.52,24311,53345,9.8,1426,17519,92,654.84,112.2,67664.52
1855,New York,Monroe County,36055,744344,5.8,22.7,13.9,51.8,76.1,2.6,7.3,72.8,85.6,8.4,12.3,88.4,34.8,48701,19.1,320593,66.7,30.8,130400.0,291195,2.45,26999,51303,13.7,16990,336930,872,657.21,1132.6,713427.75
1856,New York,Montgomery County,36057,50219,6.1,23.5,16.6,51.3,90.6,2.0,11.3,85.1,86.8,4.0,12.4,82.7,15.9,4244,24.1,23063,69.1,33.5,95000.0,20320,2.43,22347,42603,14.9,1109,15256,140,403.04,124.6,49377.600000000006
1857,New York,Nassau County,36059,1339532,5.5,23.3,15.3,51.6,73.0,2.4,14.6,65.5,92.8,20.7,27.3,89.7,40.9,70768,33.3,468346,82.1,20.9,487900.0,442833,2.95,41387,93613,5.0,47087,512737,523,284.72,4704.8,1306357.35
1858,New York,New York County,36061,1585873,4.8,14.8,13.5,53.1,57.4,4.0,25.4,48.0,83.7,28.6,40.0,84.6,57.0,49002,30.1,847090,22.8,98.5,825200.0,732204,2.09,59149,64971,17.8,103528,1996595,704,22.83,69467.5,1530306.3599999999
1859,New York,Niagara County,36063,216469,5.3,21.5,15.9,51.5,88.5,2.2,2.2,87.3,89.0,3.9,6.0,88.4,19.6,19705,20.8,99120,70.9,27.6,97600.0,88152,2.4,24224,45964,12.8,4467,57730,237,522.36,414.4,211564.8
1860,New York,Oneida County,36065,234878,5.7,21.9,16.3,50.2,87.1,2.1,4.6,84.8,84.6,6.6,10.8,86.0,21.5,21171,19.4,104180,67.9,31.2,101900.0,92058,2.39,23458,46708,14.9,4905,89433,218,1212.43,193.7,220018.62000000002
1861,New York,Onondaga County,36067,467026,5.9,23.0,14.0,51.9,81.1,2.8,4.0,79.2,84.1,6.8,9.5,89.3,32.0,34489,19.1,202357,66.0,33.1,124400.0,183542,2.45,27037,50676,13.6,11779,212993,845,778.39,600.0,449677.9
1862,New York,Ontario County,36069,107931,5.4,22.5,15.4,51.1,93.7,1.7,3.4,91.8,86.7,3.3,5.6,91.5,31.0,9262,21.8,48193,75.5,20.3,129600.0,42952,2.4,28950,56468,8.7,2801,42307,320,644.07,167.6,103084.8
1863,New York,Orange County,36071,372813,7.1,27.2,11.0,50.0,77.2,3.1,18.0,68.2,88.7,11.2,22.5,86.7,27.7,25414,33.5,137025,71.3,28.4,312100.0,124379,2.85,28944,69523,11.1,9237,100407,1007,811.69,459.3,354480.15
1864,New York,Orleans County,36073,42883,5.3,22.2,14.4,50.5,89.8,1.9,4.1,87.8,84.7,3.0,6.0,84.2,15.1,3787,24.4,18431,76.7,16.0,86400.0,15736,2.54,20812,48063,12.1,682,7997,27,391.26,109.6,39969.44
1865,New York,Oswego County,36075,122109,5.8,23.1,12.6,50.2,96.3,1.3,2.1,95.1,85.6,2.1,4.6,86.3,15.7,10437,24.1,53598,73.6,17.1,88000.0,45749,2.55,21604,45333,15.3,2107,23616,202,951.65,128.3,116659.95
1866,New York,Otsego County,36077,62259,4.4,18.7,16.5,51.6,94.7,1.7,3.1,92.7,83.1,3.6,6.4,88.3,25.5,5253,21.4,30777,72.5,17.3,129000.0,24926,2.31,22902,45268,14.9,1434,17962,62,1001.7,62.2,57579.060000000005
1867,New York,Putnam County,36079,99710,5.1,23.7,12.5,50.1,90.7,2.0,11.7,82.9,92.2,11.0,15.9,93.7,38.0,5645,37.0,38224,84.6,15.0,418100.0,34907,2.71,37915,89218,7.0,2926,21142,81,230.31,432.9,94597.97
1868,New York,Queens County,36081,2230722,5.9,20.7,12.8,51.6,39.7,4.5,27.5,27.6,89.2,48.1,56.2,80.0,29.5,65094,42.0,835127,45.5,71.4,479300.0,774311,2.81,25553,55291,13.0,42420,485341,2358,108.53,20553.6,2175813.91
1869,New York,Rensselaer County,36083,159429,5.5,21.3,13.6,50.6,87.5,2.4,3.8,85.7,85.7,5.1,7.1,89.2,26.7,13191,22.4,71475,65.1,37.0,171200.0,63518,2.43,27457,54152,11.7,2966,41085,332,652.43,244.4,154348.74000000002
1870,New York,Richmond County,36085,468730,6.0,23.3,12.7,51.5,72.9,2.6,17.3,64.0,93.0,20.8,29.6,87.5,28.5,22257,42.0,176656,70.3,40.4,461700.0,164279,2.76,30843,71084,10.3,8321,91660,508,58.37,8030.3,453410.04
1871,New York,Rockland County,36087,311687,7.6,28.1,13.4,51.0,73.2,2.5,15.7,65.3,92.5,22.1,35.6,87.9,40.7,13246,29.8,104057,71.0,31.6,476900.0,97557,3.02,34304,82534,11.3,9148,99816,294,173.55,1795.9,294622.14
1872,New York,St. Lawrence County,36089,111944,5.9,21.3,13.9,49.2,93.9,1.4,1.9,92.9,82.4,3.9,5.9,85.8,18.7,8647,20.2,52133,71.7,17.1,79600.0,42019,2.34,20143,42303,16.9,2080,27527,176,2680.38,41.8,98324.45999999999
1873,New York,Saratoga County,36091,219607,5.5,22.7,13.7,50.8,94.3,1.7,2.4,92.7,88.9,4.1,5.6,91.8,34.6,18815,24.9,98656,73.8,23.7,221100.0,86658,2.46,32186,65100,6.4,4919,61563,612,809.98,271.1,213178.68
1874,New York,Schenectady County,36093,154727,6.0,22.9,14.9,51.6,79.6,3.7,5.7,77.2,88.7,8.7,9.7,90.0,28.7,12202,21.9,68196,69.2,37.6,160200.0,58583,2.53,27500,55188,11.1,3090,50635,130,204.52,756.6,148214.99
1875,New York,Schoharie County,36095,32749,4.6,19.9,15.9,50.0,95.9,1.4,2.8,93.9,86.2,2.5,3.4,86.5,21.0,2978,26.7,17231,77.4,13.6,139000.0,12989,2.38,25105,50864,11.4,567,5711,34,621.82,52.7,30913.82
1876,New York,Schuyler County,36097,18343,4.8,21.2,17.0,50.3,97.1,1.3,1.3,96.2,88.1,2.2,3.7,87.4,17.4,1751,25.1,9455,79.1,8.5,86700.0,7482,2.41,22123,47404,8.3,354,3637,40,328.33,55.9,18031.620000000003
1877,New York,Seneca County,36099,35251,5.6,21.3,15.5,47.6,92.5,1.3,2.7,90.8,84.6,2.1,6.4,83.7,18.1,3144,21.7,16043,77.4,14.2,88900.0,13118,2.44,21818,46707,13.9,702,8000,68,323.71,108.9,32007.92
1878,New York,Steuben County,36101,98990,5.9,23.4,15.9,50.4,95.3,1.4,1.4,94.4,87.0,2.4,4.2,87.5,19.9,10344,21.5,48875,72.9,17.6,83000.0,40558,2.4,23279,43867,13.5,1838,27992,104,1390.56,71.2,97339.2
1879,New York,Suffolk County,36103,1493350,5.8,24.0,13.5,50.8,80.8,2.4,16.5,71.6,92.2,14.0,19.8,89.4,31.9,93310,30.2,569985,81.4,14.3,424200.0,495289,2.93,35755,84506,5.7,47573,550192,971,912.05,1637.4,1451196.77
1880,New York,Sullivan County,36105,77547,6.0,22.7,14.8,48.9,82.0,2.9,13.6,74.5,86.9,9.1,14.3,83.9,20.3,5945,27.1,49186,67.5,17.4,186900.0,29722,2.44,23422,48103,16.6,1995,17709,244,968.13,80.1,72521.68
1881,New York,Tioga County,36107,51125,5.8,23.4,15.7,50.4,96.9,1.1,1.4,96.0,89.5,1.7,3.1,89.1,22.7,4974,24.0,22203,80.0,13.5,98200.0,20402,2.5,24596,51948,9.6,796,12973,48,518.6,98.6,51005.0
1882,New York,Tompkins County,36109,101564,4.3,16.4,10.8,50.7,82.6,3.2,4.2,80.2,72.1,12.5,16.0,92.4,49.7,5160,18.4,41674,55.0,38.3,162100.0,38446,2.27,25737,48655,18.8,2297,45542,153,474.65,214.0,87272.42
1883,New York,Ulster County,36111,182493,4.9,20.2,14.8,50.2,86.7,2.8,8.7,81.7,86.2,7.1,11.6,87.5,29.5,13398,26.7,83638,69.6,21.7,242100.0,70691,2.42,28954,57584,11.3,4682,45021,334,1124.24,162.3,171072.22
1884,New York,Warren County,36113,65707,4.9,20.6,17.1,51.2,96.5,1.4,1.8,95.2,87.1,2.9,4.8,89.6,27.3,6172,21.1,38726,68.5,22.1,183000.0,28533,2.25,27744,51619,10.0,2371,31537,151,866.95,75.8,64199.25
1885,New York,Washington County,36115,63216,5.3,21.1,15.4,48.2,94.6,1.1,2.3,93.3,85.1,1.8,4.3,85.9,16.8,6327,26.6,28844,74.0,17.3,137000.0,24603,2.41,22347,48327,11.5,1082,9498,128,831.18,76.1,59293.23
1886,New York,Wayne County,36117,93772,5.9,23.8,14.3,50.4,92.9,1.9,3.7,91.0,86.9,2.7,5.7,86.7,21.5,7594,24.4,41057,76.3,17.9,107400.0,36619,2.5,24092,52562,11.1,1728,19395,135,603.83,155.3,91547.5
1887,New York,Westchester County,36119,949113,6.0,24.0,14.7,51.9,68.1,3.2,21.8,57.4,89.4,24.3,31.1,87.4,44.5,45845,31.7,370821,62.7,49.4,556900.0,345795,2.64,47814,79619,8.2,31590,372772,357,430.5,2204.7,912898.8
1888,New York,Wyoming County,36121,42155,5.0,20.6,13.6,45.6,91.6,0.9,3.0,90.2,86.8,2.4,5.7,85.5,14.8,3511,24.2,17970,76.3,15.4,97300.0,15453,2.45,20605,50075,10.9,785,8670,28,592.75,71.1,37859.850000000006
1889,New York,Yates County,36123,25348,6.2,24.5,16.6,51.6,97.2,1.1,1.7,96.1,88.3,1.8,11.3,83.9,22.1,2057,22.0,13491,78.2,11.3,114200.0,9544,2.48,23255,46822,14.7,534,5090,44,338.14,75.0,23669.12
1890,North Carolina,Alamance County,37001,151131,6.3,23.5,14.6,52.4,71.1,2.1,11.0,67.3,82.9,7.5,11.4,81.4,21.4,11414,22.0,66576,68.1,17.1,137100.0,59000,2.43,22819,44167,16.3,3212,49711,847,423.94,356.5,143370.0
1891,North Carolina,Alexander County,37003,37198,5.9,22.7,15.1,49.4,89.6,1.4,4.3,87.8,90.9,3.2,4.6,75.7,11.8,2613,24.5,16189,79.9,2.2,119400.0,13419,2.73,20716,40014,15.0,603,7259,47,259.99,143.1,36633.87
1892,North Carolina,Alleghany County,37005,11155,5.2,20.0,20.7,50.4,92.2,1.1,9.0,88.4,92.9,8.9,10.2,71.4,16.1,921,24.6,8094,74.0,6.2,133100.0,4971,2.06,18919,30845,26.2,280,2268,39,235.06,47.5,10240.26
1893,North Carolina,Anson County,37007,26948,5.8,22.1,14.3,48.0,47.2,1.3,3.0,45.8,85.1,1.6,2.8,77.6,8.4,1824,23.9,11576,71.0,4.9,78400.0,9535,2.54,16856,34745,20.5,419,4781,31,531.45,50.7,24218.9
1894,North Carolina,Ashe County,37009,27281,5.3,19.4,20.2,50.6,95.5,1.0,4.8,93.2,92.5,3.4,5.0,76.8,17.2,2270,25.0,17342,79.2,4.4,145700.0,11848,2.23,20350,34538,17.8,566,5817,90,426.14,64.0,26421.04
1895,North Carolina,Avery County,37011,17797,4.3,17.2,17.4,45.6,91.9,0.8,4.5,90.1,81.7,3.9,6.7,81.3,20.3,1573,23.3,13890,72.8,18.1,155100.0,7194,2.21,23465,34918,18.1,527,4693,50,247.09,72.0,15898.74
1896,North Carolina,Beaufort County,37013,47759,5.8,22.0,18.4,51.8,68.2,1.3,6.6,66.4,87.2,4.6,6.3,81.5,19.0,4572,26.8,24688,73.4,9.2,107000.0,20059,2.32,22728,40653,17.2,1179,13162,211,827.19,57.7,46536.88
1897,North Carolina,Bertie County,37015,21282,5.5,20.8,17.2,50.5,35.2,0.9,1.3,34.7,86.9,0.8,1.3,72.3,10.1,1224,25.7,9822,76.9,2.2,77400.0,8160,2.49,17614,29110,23.3,362,5169,24,699.27,30.4,20318.4
1898,North Carolina,Bladen County,37017,35190,6.1,23.1,15.6,52.0,56.3,1.5,7.1,54.7,87.5,4.2,5.9,74.0,9.8,2488,26.0,17718,69.0,5.5,77300.0,13974,2.42,17890,30471,24.1,526,10974,38,874.33,40.2,33817.08
1899,North Carolina,Brunswick County,37019,107431,5.4,18.8,21.4,51.0,83.0,1.8,5.2,80.8,86.0,3.9,5.7,84.7,23.4,12943,24.2,77482,77.5,9.3,190500.0,45409,2.22,26315,45806,13.5,2321,23533,1079,846.97,126.8,100807.98000000001
1900,North Carolina,Buncombe County,37021,238318,5.7,20.5,16.0,51.8,87.4,2.1,6.0,84.4,83.1,5.7,7.8,87.2,31.2,21585,20.7,113365,67.6,16.8,188300.0,99309,2.28,25665,44190,14.7,7261,98997,1588,656.67,362.9,226424.52
1901,North Carolina,Burke County,37023,90912,5.6,22.2,16.1,50.0,84.4,1.8,5.1,83.0,87.7,4.8,7.8,74.9,15.1,6965,21.4,40879,74.1,9.1,108800.0,34888,2.5,19220,37139,17.3,1505,23033,113,507.1,179.3,87220.0
1902,North Carolina,Cabarrus County,37025,178011,7.3,27.4,11.3,51.2,75.4,2.1,9.4,71.6,85.2,7.2,9.5,85.0,23.5,12744,26.6,71937,73.3,12.9,164100.0,63680,2.65,26165,53928,11.3,3958,58666,671,361.75,492.1,168752.0
1903,North Carolina,Caldwell County,37027,83029,5.6,22.6,15.4,50.8,90.2,1.5,4.6,88.6,88.0,2.4,4.5,74.6,12.3,5897,22.5,37659,75.6,9.4,106900.0,31296,2.59,19686,37261,16.2,1438,19649,132,471.57,176.1,81056.64
1904,North Carolina,Camden County,37029,9980,6.0,25.6,12.9,49.8,82.1,2.1,2.2,81.2,87.7,2.6,2.6,88.4,19.0,998,30.8,4104,85.1,1.3,221900.0,3442,2.82,25544,61091,9.3,126,824,16,240.56,41.5,9706.439999999999
1905,North Carolina,Carteret County,37031,66469,4.9,18.9,19.0,50.6,89.3,2.0,3.4,87.4,83.8,3.6,4.9,87.6,23.8,8879,23.3,48179,73.5,17.9,207500.0,28632,2.25,26791,46155,12.2,2049,18188,216,506.25,131.3,64422.0
1906,North Carolina,Caswell County,37033,23719,5.0,20.6,15.8,49.1,62.5,1.6,3.1,61.2,84.8,1.4,2.9,75.0,11.1,1495,30.6,10619,75.2,3.4,97500.0,8788,2.51,17814,36927,21.7,242,1808,40,424.92,55.8,22057.879999999997
1907,North Carolina,Catawba County,37035,154358,6.3,23.8,14.1,51.0,81.7,1.9,8.4,78.0,86.1,6.9,10.3,81.4,19.4,12316,21.0,67886,71.8,16.0,130300.0,59251,2.55,22969,43484,12.5,4267,76532,156,398.72,387.1,151090.05
1908,North Carolina,Chatham County,37037,63505,6.2,21.8,18.3,51.7,76.0,1.9,13.0,71.2,88.9,10.5,12.8,83.8,35.1,5153,26.1,28753,79.1,7.1,193900.0,24877,2.43,29991,56038,12.2,1269,14232,263,682.19,93.1,60451.11
1909,North Carolina,Cherokee County,37039,27444,5.0,19.3,22.9,51.4,93.6,2.5,2.5,92.3,92.1,2.4,4.0,81.5,15.9,2951,21.6,17515,83.2,4.3,146100.0,11497,2.33,20747,38144,13.2,641,6647,108,455.43,60.3,26788.010000000002
1910,North Carolina,Chowan County,37041,14793,5.9,22.4,19.7,52.5,62.0,1.2,3.2,61.1,84.3,3.4,4.8,77.4,15.7,1114,28.5,7289,68.4,10.2,137000.0,5904,2.43,20900,36761,17.4,384,4022,29,172.47,85.8,14346.720000000001
1911,North Carolina,Clay County,37043,10587,4.7,18.7,23.6,50.7,96.6,1.4,2.4,95.2,89.9,2.2,2.2,83.0,18.6,1345,23.5,7140,83.3,4.2,163000.0,4510,2.24,20474,35109,21.4,236,1541,41,214.75,49.3,10102.400000000001
1912,North Carolina,Cleveland County,37045,98078,5.9,23.4,15.0,51.8,75.6,1.5,2.8,74.2,85.4,2.2,4.1,79.5,15.7,7611,22.6,43373,68.9,10.4,103300.0,37679,2.54,19284,38208,19.4,2003,27840,92,464.25,211.3,95704.66
1913,North Carolina,Columbus County,37047,58098,6.0,23.3,15.2,50.5,61.5,1.5,4.6,60.4,90.1,2.8,5.0,77.5,12.0,4265,26.8,26042,72.0,5.8,89000.0,21779,2.53,18784,35421,21.4,1080,12116,28,937.29,62.0,55100.869999999995
1914,North Carolina,Craven County,37049,103505,7.4,23.4,15.3,50.3,70.0,2.7,6.1,67.1,76.8,4.7,7.2,87.5,21.3,13064,20.1,45002,63.5,15.8,151500.0,40202,2.37,24591,44599,16.0,2306,28475,434,708.96,146.0,95278.74
1915,North Carolina,Cumberland County,37051,319431,8.3,26.8,9.5,51.7,51.4,4.6,9.5,47.2,74.1,5.7,10.6,88.3,21.8,43099,21.0,135524,58.4,20.2,116900.0,117311,2.55,22285,43834,16.6,5696,91510,3054,652.32,489.7,299143.05
1916,North Carolina,Currituck County,37053,23547,5.6,23.7,12.9,50.4,90.3,1.8,3.0,88.7,88.5,3.2,3.9,84.7,17.2,2943,32.0,14453,82.3,1.8,240000.0,9396,2.48,26083,55376,8.5,594,4193,138,261.85,89.9,23302.079999999998
1917,North Carolina,Dare County,37055,33920,5.4,20.0,15.2,50.0,92.3,1.8,6.5,88.6,87.8,5.2,7.8,91.8,32.1,3610,20.5,33492,71.3,10.0,342100.0,15465,2.15,30327,53889,10.5,1893,13202,137,383.42,88.5,33249.75
1918,North Carolina,Davidson County,37057,162878,6.1,23.9,14.4,51.0,84.3,1.5,6.4,82.0,87.1,4.6,7.3,79.1,16.3,12254,22.6,72655,73.2,10.4,128200.0,64484,2.46,22268,44249,14.5,2795,34519,266,552.68,294.7,158630.63999999998
1919,North Carolina,Davie County,37059,41240,5.7,23.6,16.6,51.2,87.5,1.7,6.1,85.5,91.1,4.4,6.7,84.4,23.6,3564,23.9,18238,83.5,5.0,160900.0,15832,2.55,26139,49727,12.2,788,9448,66,264.11,156.2,40371.6
1920,North Carolina,Duplin County,37061,58505,7.3,25.4,14.2,50.8,57.2,1.6,20.6,52.9,85.2,12.7,18.1,69.7,10.1,3837,23.8,25728,70.6,5.8,83800.0,20969,2.66,16693,32816,23.7,879,13067,77,816.22,71.7,55777.54
1921,North Carolina,Durham County,37063,267587,7.4,22.5,9.8,52.3,46.4,2.6,13.5,42.1,76.3,13.9,18.8,86.3,44.1,15489,21.7,120217,55.6,35.0,176100.0,105201,2.32,27503,49894,16.1,6532,163018,1230,285.98,935.7,244066.31999999998
1922,North Carolina,Edgecombe County,37065,56552,6.6,24.5,14.3,53.6,38.8,1.0,3.7,37.8,84.7,2.3,3.9,76.7,10.1,3723,20.2,24838,62.9,14.0,82600.0,21601,2.51,16747,32665,22.3,802,15778,37,505.34,111.9,54218.509999999995
1923,North Carolina,Forsyth County,37067,350670,6.8,24.4,13.0,52.5,62.3,2.2,11.9,58.7,84.6,8.9,13.4,86.9,31.2,25876,20.3,156872,65.9,25.5,149000.0,136612,2.44,26213,46749,15.3,8430,163419,1033,408.15,859.2,333333.27999999997
1924,North Carolina,Franklin County,37069,60619,6.6,24.5,12.7,50.2,66.0,1.8,7.9,63.5,87.5,4.3,8.2,80.1,15.2,4381,32.4,26577,77.8,3.2,121700.0,22765,2.5,21331,43710,15.0,931,9464,158,491.68,123.3,56912.5
1925,North Carolina,Gaston County,37071,206086,6.4,23.9,13.2,51.6,78.2,1.8,5.9,75.8,84.9,4.7,7.0,78.9,18.1,16327,24.6,88686,69.5,12.3,120800.0,77363,2.59,22305,43253,16.6,3979,59480,456,356.03,578.8,200370.16999999998
1926,North Carolina,Gates County,37073,12197,5.7,23.8,15.0,51.1,63.7,1.8,1.4,63.0,91.6,0.6,1.8,82.6,10.5,1077,39.2,5208,81.6,0.0,120200.0,4406,2.66,19893,45682,20.5,134,910,34,340.45,35.8,11719.960000000001
1927,North Carolina,Graham County,37075,8861,5.7,21.6,19.7,50.7,90.3,1.7,2.2,89.6,90.3,2.1,4.0,79.4,13.0,776,17.8,5930,77.9,5.5,119000.0,3784,2.28,17825,28447,19.5,182,1808,29,292.08,30.3,8627.519999999999
1928,North Carolina,Granville County,37077,59916,5.7,22.3,12.4,46.6,60.4,1.7,7.5,57.7,86.7,5.2,7.9,79.9,13.8,4796,27.5,22827,75.8,9.0,125200.0,19820,2.72,21733,48210,11.9,861,13542,202,531.57,112.7,53910.4
1929,North Carolina,Greene County,37079,21362,6.5,23.2,12.5,46.4,50.8,1.5,14.3,47.0,85.7,7.4,12.1,73.8,9.2,1626,24.4,8213,70.3,3.4,85100.0,7021,2.72,17362,41488,18.4,243,1929,9,265.93,80.3,19097.120000000003
1930,North Carolina,Guilford County,37081,488406,6.3,23.4,12.3,52.4,57.0,2.3,7.1,54.3,83.5,9.1,11.8,86.9,32.4,34328,20.7,218017,62.9,27.1,153800.0,189561,2.43,26267,45676,15.9,13458,239884,1480,645.7,756.4,460633.23000000004
1931,North Carolina,Halifax County,37083,54691,6.0,23.1,16.2,52.2,40.0,1.2,2.1,39.4,88.0,1.9,3.0,73.3,11.4,3828,21.6,25781,64.0,9.2,85800.0,21590,2.5,17223,30439,23.8,1066,13571,124,724.09,75.5,53975.0
1932,North Carolina,Harnett County,37085,114678,8.1,27.8,10.4,51.0,68.3,3.1,10.8,64.3,82.2,7.0,10.7,81.0,16.0,10500,27.9,46731,67.4,8.1,123500.0,39111,2.67,19274,42853,16.5,1627,18881,837,594.99,192.7,104426.37
1933,North Carolina,Haywood County,37087,59036,4.9,19.5,21.0,51.7,95.5,1.1,3.4,93.8,85.8,2.6,3.9,84.1,20.6,6773,22.3,34954,75.2,6.7,158200.0,26445,2.18,24233,41377,12.3,1434,13964,172,553.69,106.6,57650.100000000006
1934,North Carolina,Henderson County,37089,106740,5.6,20.6,22.4,51.7,88.9,1.9,9.8,84.4,87.4,8.0,10.6,87.2,27.3,11888,21.0,54710,76.8,9.3,184200.0,45109,2.26,26061,46446,12.7,2626,29883,226,373.07,286.1,101946.34
1935,North Carolina,Hertford County,37091,24669,5.7,21.1,15.8,51.1,35.6,1.2,2.6,34.4,81.5,3.5,4.4,73.5,15.7,1526,23.1,10635,65.9,9.8,83000.0,9007,2.52,17002,30878,24.1,487,7312,19,353.06,69.9,22697.64
1936,North Carolina,Hoke County,37093,46952,9.7,30.2,7.4,51.3,45.3,4.5,12.4,40.8,80.8,6.1,11.9,79.9,15.1,4301,25.1,18211,72.4,5.2,116900.0,14232,3.0,17630,42927,21.2,396,5259,555,390.74,120.2,42696.0
1937,North Carolina,Hyde County,37095,5810,5.0,18.5,15.1,44.5,64.0,1.2,7.1,59.1,80.0,4.6,6.6,76.7,11.7,506,25.5,3347,82.6,5.5,95600.0,1921,2.23,14992,38265,20.4,159,731,9,612.7,9.5,4283.83
1938,North Carolina,Iredell County,37097,159437,6.3,25.5,12.8,50.8,80.7,1.8,6.8,77.8,86.0,4.8,7.7,84.5,21.6,11492,24.0,69013,74.7,11.0,164300.0,58006,2.64,25610,48962,12.4,4295,57786,353,573.83,277.8,153135.84
1939,North Carolina,Jackson County,37099,40271,5.1,17.7,15.1,50.2,83.2,1.9,5.1,81.4,81.1,4.8,8.4,81.4,27.0,3179,19.7,25948,66.3,10.5,163200.0,15866,2.23,20228,37190,20.4,948,8905,155,490.76,82.1,35381.18
1940,North Carolina,Johnston County,37101,168878,7.6,27.8,10.2,50.8,74.2,2.0,12.9,69.8,87.9,7.9,12.0,81.2,19.3,11382,28.2,67682,73.2,6.6,136200.0,59093,2.7,22437,49745,15.1,3110,35613,641,791.3,213.4,159551.1
1941,North Carolina,Jones County,37103,10153,6.1,21.7,17.3,51.9,63.0,1.9,3.9,61.2,88.3,3.5,4.4,78.2,10.7,1059,28.3,4838,72.1,3.2,91500.0,4086,2.46,20066,38354,16.8,147,1001,51,470.71,21.6,10051.56
1942,North Carolina,Lee County,37105,57866,7.3,25.7,13.7,51.2,66.9,2.4,18.3,59.3,88.7,11.0,17.2,80.7,18.0,5023,22.2,24136,70.4,14.8,127800.0,20986,2.61,21061,44120,15.0,1329,23496,114,254.96,227.0,54773.46
1943,North Carolina,Lenoir County,37107,59495,6.4,24.1,16.0,52.3,53.4,1.3,6.6,51.3,85.8,4.1,6.7,76.2,14.5,5496,22.3,27437,62.3,14.9,91900.0,24142,2.38,19017,33625,22.7,1321,21029,32,400.59,148.5,57457.96
1944,North Carolina,Lincoln County,37109,78265,5.9,23.6,13.2,50.4,89.4,1.6,6.7,85.8,88.2,5.2,7.8,79.5,17.8,6139,28.8,33641,76.2,8.4,146700.0,29407,2.53,23560,47450,13.8,1557,17235,133,297.94,262.7,74399.70999999999
1945,North Carolina,McDowell County,37111,44996,5.8,21.7,16.4,50.0,90.6,1.2,5.3,88.9,88.8,3.0,4.8,79.0,14.0,3944,22.6,20808,72.6,7.0,99200.0,17560,2.49,18798,34953,17.9,729,11892,115,440.61,102.1,43724.4
1946,North Carolina,Macon County,37113,33922,5.2,19.3,23.8,51.4,93.8,1.1,6.6,90.2,88.0,5.5,5.8,83.0,19.5,4003,21.4,25245,76.8,6.9,167800.0,15780,2.05,26156,38615,16.9,1193,9512,77,515.56,65.8,32348.999999999996
1947,North Carolina,Madison County,37115,20764,4.5,19.7,17.7,50.5,96.5,1.3,2.0,95.0,88.9,1.8,2.9,77.3,19.2,1785,31.5,10608,76.8,5.9,154600.0,8002,2.38,18792,38580,16.9,318,2946,52,449.57,46.2,19044.76
1948,North Carolina,Martin County,37117,24505,5.7,22.2,17.5,53.3,53.1,1.0,3.1,52.2,89.5,1.5,3.1,78.6,12.2,1988,23.5,11704,70.0,7.1,79400.0,9954,2.41,18728,34766,23.4,476,5894,22,461.22,53.1,23989.140000000003
1949,North Carolina,Mecklenburg County,37119,919628,7.4,25.4,8.8,51.6,55.3,2.6,12.2,50.6,78.2,13.5,17.4,88.3,40.0,54254,24.7,398510,62.6,30.3,185100.0,350392,2.48,31848,55294,12.5,27889,531089,2672,523.84,1755.5,868972.16
